eqnr	1140625
chpxy	1528541
scco	1001838
cfruy	948401
csuay	1445470
dd	1666700
regn	872589
dg	29534
ubs	1610520
phg	313216
pdrdy	899108
nem	1164727
bsx	885725
ecify	1387438
puk	1116578
amx	1129137
noc	1133421
ibn	1103838
vwdry	1330306
relx	929869
wm	823768
bmo	927971
vlvly	753762
mnst	865752
lzagy	1446711
gld	1222333
aon	315293
hmc	715153
etn	1551182
emr	32604
fanuy	1446596
lulu	1397187
cp	16875
abev	1565025
gwlly	1536278
bcmxy	1447011
vod	839923
kmb	55785
nxpi	1413447
dnzoy	1446598
jmhly	870016
wfafy	1436381
cof	927628
glncy	1524684
kdp	1418135
crwd	1535527
lvs	1300514
lnsty	1439584
dash	1792789
mrna	1682852
gold	756894
vnja	1532383
rop	882835
pltr	1321655
bx	1393818
twtr	1418091
danoy	1048515
knyjy	1436793
pton	1639825
ctsh	1058290
itocy	355363
cop	1163165
epd	1061219
pins	1506293
smfg	1022837
stz	16918
idxx	874716
gd	40533
khc	1637459
rost	745732
ngg	1004315
tal	1499620
veev	1393052
algn	1097149
docu	1261333
met	1099219
bax	10456
vonoy	1652630
ceo	1095595
cvna	1690820
aep	4904
mar	1048286
ea	712515
tri	1075124
roku	1428439
klac	319201
exc	1109357
dow	1751788
sxyay	1575851
mtch	891103
eric	717826
tel	1385157
gvdny	1121631
rkt	1805284
ahchy	1448987
fcx	831259
u	1810806
snps	883241
bce	718940
psa	1393311
trp	1232384
aph	820313
info	1598014
jshly	879875
lhx	202058
dlr	1297996
cdns	813672
hnnmy	1396282
cm	1045520
biib	875045
lbrda	1611983
zijmy	1459580
bk	1390777
cmg	1058090
fcau	1605484
mchp	827054
syy	96021
chwy	1766502
e	1002242
crary	1279967
lu	1816007
a	1090872
ing	1039765
ttd	1671933
pdypy	1627168
msci	1408198
gis	40704
ctas	723254
cnc	1071739
wba	1618921
sre	1032208
ebay	1065088
schyy	1491703
csgp	1057352
xel	72903
vivhy	1127055
stm	932787
aptv	1521332
xlnx	743988
tt	1466258
mtcpy	1159204
lgfry	1554394
trv	86312
dxcm	1093557
alxn	899866
ph	76334
rng	1384905
gelyy	1474968
crh	849395
panw	1327567
hcmly	948696
mfc	1086888
f	37996
iqv	1478242
ovchy	1448817
trow	1113169
jci	833444
rht	1087423
bcs	312069
ppg	79879
bbva	842180
lyg	1160106
vfc	103379
vrsk	1442145
cmaky	1453056
orly	898173
all	899051
chcjy	1495687
li	1791706
cmi	26172
clpby	1294325
bili	1723690
payx	723531
tme	1744676
okta	1660134
oran	1038143
alc	1167379
carr	1783180
amady	1502104
mfg	1335730
tdg	1260221
aig	5272
yum	1041061
zbh	1136869
dboey	1437147
xpev	1810997
hsy	47111
bsbr	1471055
cs	1159510
mrvl	1058057
hpq	47217
svndy	1359519
zg	1617640
rmd	943819
anss	1013462
kmi	1506307
rdsmy	1339422
sbac	1034054
slb	87347
psx	1534701
trumy	1446672
wit	1123799
afl	4977
pru	1137774
cht	1132924
sgen	1060736
lyb	1489393
hlt	1585689
rsg	1060391
rweoy	939380
kbcsy	1411133
bll	9389
pcar	75362
rprx	1802768
htht	1483994
yahoy	1446437
eog	821189
tdoc	1477449
es	72741
ctryy	1462886
cnq	1017413
zlndy	1638747
rok	1024478
alpmy	1446390
ctva	1755672
crbjy	1454471
wec	783325
cprt	900075
otis	1781335
msi	68505
gctay	1158089
ntr	1725964
peg	788784
unicy	1095054
mck	927653
nwg	844150
ddog	1561550
adm	7084
ckhuy	1637120
mtd	1037646
khngy	1451287
aonny	1300175
dfs	1393612
fast	815556
ame	1037868
awk	1410636
bbd	1160330
spg	1063761
swk	93556
arzgy	1379235
asazy	1253493
splk	1353283
fmx	1061736
azo	866787
gmab	1434265
cjpry	1334687
glw	24741
bfa	14693
wcn	1318220
luv	92380
mpc	1510295
ec	1444406
zs	1713683
wltw	1140536
ibkr	1381197
siri	908937
bby	764478
slf	1097362
well	766704
tu	868675
mt	1243429
su	311337
ssmxy	1517231
stt	93751
stne	1745431
cgemy	1084656
frc	1132979
fnv	1456346
clx	21076
codyy	1012037
dltr	935703
mkc	63754
swks	4127
hrl	48465
fms	1333141
pugoy	908829
dal	27904
payc	1590955
etp-pc	1161154
yndx	1513845
dia	1041130
dhi	882184
wy	106535
kr	56873
keys	1601046
wmb	107263
vrsn	1014473
bgne	1651308
tlk	1001807
coup	1385867
pcg	1004980
work	1764925
ejpry	1093028
rci	733099
tyidy	1130894
egrny	1595085
yumc	1673358
cern	804753
ed	1047862
ftnt	1262039
w	1616707
mxim	743316
mgddy	896076
saxpy	1436778
ttwo	946581
ftv	1659166
cabhf	1436647
tsn	100493
ajg	354190
dte	936340
are	1035443
net	1477333
mdy	936958
eix	827052
efx	33185
gbery	1179029
szkmy	1263521
vlo	1035002
grmn	1121788
len	920760
gasny	1269920
viac	813828
otsky	1544613
kkr	1404912
mplx	1552000
ccl	815097
sgsoy	1069347
odfl	878927
vtrs	1792044
ztcoy	1445156
db	1159508
amp	820027
flt	1175454
haity	1553473
cncn	1191334
fojcy	1436740
gwlif	850918
nok	924613
bkr	1701605
enph	1463101
cicoy	1445161
avb	915912
mga	749098
etsy	1370637
ndaq	1120193
xp	1787425
nrily	1179493
ashty	1518258
chd	313927
baesy	895564
ccep	1650107
anet	1596532
eqr	906107
mktx	1278021
cha	1191255
ryaay	1038683
tef	814052
ppl	922224
poahy	1450346
gww	277135
k	55067
mdb	1441816
wst	105770
smnny	1640117
ftch	1740915
akzoy	3124
o	726728
atus	1702780
bntx	1776985
cghly	1550635
wpm	1323404
tlpfy	1450682
zbra	877212
umc	1033767
gib	1061574
sivb	719739
ucbjy	1290640
cbre	1138118
lh	920148
frrvy	1438571
syf	1601712
svnly	1448613
pkx	889132
tcom	1269238
imbby	1072670
ter	97210
abc	1140859
etr	65984
epam	1352010
thlly	1722401
fandy	1454175
vmc	1396009
fitb	35527
exas	1124140
ntrs	73124
vips	1529192
fts	1666175
ip	51434
incy	879169
aee	1002910
caj	16988
ksu	54480
wmg	1319161
rol	84839
holx	859737
tfx	96943
qrvo	1604778
weicy	1452191
sbhmy	1604982
mtsfy	1446641
pxd	1038357
expe	1324424
ix	1070304
ir	1699150
snmry	1437771
aem	2809
tru	1552033
syiey	1444718
chkp	1015922
cdw	1402057
qsr	1618756
qs	1811414
ssnc	1402436
snn	845982
ccc	1764046
rnecy	1246135
iau	1278680
xyl	1524472
grfs	1438569
pags	1712807
amcr	1748790
hubs	1404655
dov	29905
zi	1794515
chu	1113866
cag	23217
dkng	1772757
vtr	740260
coo	711404
br	1383312
gds	1526125
nice	1003935
alsmy	1062066
tyl	860731
hig	874766
mlm	916076
iac	1800227
akam	1086222
bio	12208
ctlt	1596783
cms	811156
foxa	1754301
ui	1511737
jhx	1159152
cnhi	1567094
ppccy	1446747
xngsy	1454948
cqp	1383650
rcl	884887
burl	1579298
tlsny	1169870
logi	1032975
sgioy	1281721
oke	1039684
hal	45012
sonvy	1450681
podd	1145197
dish	1001082
trmb	864749
uri	1067701
et	1276187
mpwr	1280452
nvcr	1645113
prdsy	1527249
dgx	1022079
gdrx	1809519
pki	31791
tsco	916365
mtb	36270
oxy	797468
alb	915913
whlkf	1449594
zen	1463172
hes	4447
hei	46619
ste	1757898
nvzmy	1131345
tif	98246
invh	1687229
fe	1031296
hznp	1492426
var	203527
kep	887225
sedg	1419612
lsxma	1560385
ulta	1403568
key	91576
wdc	106040
nue	73309
nmr	1163653
bpy	1545772
ctxs	877890
avtr	1722482
sui	912593
bmrn	1048477
expd	746515
caixy	1535628
peak	765880
cah	721371
wat	1000697
skm	1015650
kb	1445930
aes	874761
stx	1137789
cuk	1125259
rf	1281761
hdely	1400691
suz	909327
kmx	1170010
cfg	759944
fujhy	800364
cday	1725057
cvac	1809122
dri	940944
txg	1770787
lyv	1335258
nvr	906163
lyft	1759509
ophly	940821
cwycy	1436965
hpe	1645590
dpz	1286681
shg	1263043
czr	1590895
szlmy	1438844
ess	920522
alny	1178670
lng	3570
viv	1066119
hrely	1445159
iex	832101
ce	1306830
fico	814547
cpb	16732
fmc	37785
mgm	789570
masi	937556
bip	1406234
ntap	1002047
ckisy	1065989
nipnf	72127
atasy	1437775
elan	1739104
ednmy	1581671
dqjcy	1446597
pool	945841
abmd	815094
dre	783280
exr	1289490
jbht	728535
ldos	1336920
gpc	40987
cccgy	1448985
nngry	1690981
acgl	947484
tw	1758730
imo	49938
bxp	1037540
iq	1722608
it	749251
gnrc	1474735
wix	1576789
mkl	1096343
mas	62996
maa	912595
argx	1697862
cgnx	851205
agr	1634997
ntco	1776967
swgay	1438845
bki	1627014
lbtya	1570585
avlr	1348036
wab	943452
mtuay	1342237
run	1469367
gddy	1609711
j	52988
ptc	857005
osh	1564406
disca	1437107
cinf	20286
sqm	909037
on	1097864
plug	1093691
tdy	1094285
wpp	806968
emn	915389
fosuy	1462456
kikoy	1446656
pfg	1126328
ally	40729
vici	1705696
sjm	91419
pba	1546066
bro	79282
kkpny	1001474
cck	1219601
omc	29989
wish	1822250
open	1801169
dva	927066
srpt	873303
yasky	1559460
cabo	1632127
ndeky	353991
dvcmy	1163417
ggdvy	925428
rjf	720005
pkg	75677
entg	1101302
monoy	1583055
hban	49196
moh	1179929
rnlsy	1416039
gh	1576280
jbaxy	1475011
avy	8818
iktsy	1444714
lnt	352541
has	46080
znh	1041668
erie	922621
fyrty	1452190
asx	1122411
smfky	1537547
szsay	1444147
penn	921738
fds	1013237
chrw	1043277
cgasy	1555207
bap	1001290
coihy	1513977
xyigy	1508669
nuan	1002517
pubgy	1050952
iliay	1570932
enia	912505
sbysf	1783546
sbsw	1786909
crl	1100682
otex	1002638
estc	1707753
ubsfy	1446702
cjewy	1555574
bntgy	1533945
ben	38777
nlok	849399
l	60086
bep	1533232
qgen	1015820
evrg	1711269
ual	100517
ranjy	1112439
kl	1713443
smmyy	1551402
tech	842023
jkhy	779152
iep	813762
aeoxf	1450280
umicy	1477038
ppd	1793294
zlioy	1546084
wpc	1025378
psmmy	1439580
dt	1773383
zlab	1704292
bah	1443646
ato	731802
ggg	42888
cree	895419
fbhs	1519751
amigy	1438930
xray	818479
rdy	1135951
cchgy	1558633
jxhly	1487533
athm	1527636
sam	949870
hwm	4281
gsx	1768259
ipgp	1111928
cnp	1130310
wrb	11544
rpm	110621
wynn	1174922
nly	1043219
ai	1577526
ndvly	800928
uhs	352915
alfvy	863344
siely	1453732
fivn	1288847
ndsn	72331
ihg	858446
wtrg	78128
cxo	1358071
phm	822416
fnf	1331875
rdeiy	1438654
crsp	1674416
chgg	1364954
iff	51253
maruy	801645
smg	825542
wrk	1732845
shmay	1555379
bill	1786352
mpw	1287865
cnpay	1450278
mrtx	1576263
lw	1679273
ysg	1819580
whr	106640
rmyhy	1636804
bsy	1031308
els	895417
lb	701985
cg	1527166
eqh	1333986
apo	1411494
teva	818686
ahexy	1446251
udr	74208
mtn	812011
ffiv	1048695
gjnsy	1531384
ebr	1439124
pcty	1591698
stbfy	1587200
kotmy	1543727
fslr	1274494
oled	1005284
nwsa	1564708
aap	1158449
lumn	18926
xpo	1166003
pega	1013857
txt	217346
au	1067428
lkq	1065696
gwre	1528396
znga	1439404
alle	1579241
abcl	1703057
bch	1161125
rgen	730272
wlk	1262823
emraf	1127248
cea	1030475
cna	21175
smtoy	95227
dnb	1799208
uelmo	100826
iclr	1060955
teck	886986
kgc	701818
appn	1441683
lii	1069202
ttc	737758
cboe	1374310
hst	1070750
bepc	1791863
dnfgy	1454473
bfam	1437578
tap	24545
morn	1289419
shwgy	1505223
plan	1540755
fsly	1517413
cgc	1737927
mhk	851968
aqn	1174169
gl	320335
surry	1556607
fnd	1507079
armk	1584509
dlb	1308547
wilyy	1436673
trex	1069878
amed	896262
hsic	1000228
cib	1071371
pwr	1050915
lea	842162
ts	1190723
lnc	59558
prymy	1437672
acsay	1448375
bsac	1027552
kc	1795589
efgsy	1445153
vst	1692819
cpt	906345
hrgly	1528651
lazr	1758057
cheoy	1453930
five	1177609
grpty	1395167
mgp	1656936
bwa	908255
glpi	1575965
mmp	1126975
aal	6201
frfhf	915191
dar	916540
nwl	814453
cms-pb	201533
wb	1595761
amh	1562401
ksryy	1668501
bg	1144519
nfe	1749723
sid	1049659
dbx	1467623
dox	1062579
re	1095073
tpr	1116132
gfl	1780232
sjr	932872
sna	91440
ach	1161611
rare	1515673
ipg	51644
rh	1528849
mos	1285785
flex	866374
nbix	914475
wu	1365135
kof	910631
jazz	1232524
gfi	1172724
iaugy	1206571
pnw	764622
nrg	1013871
ozon	1822829
azpn	929940
rp	1286225
asnd	1612042
sgpyy	1253494
dada	1793862
wso	105016
uhal	4457
aos	91142
wex	1309108
rohcy	1442653
hds	1573097
wynmy	1480134
atr	896622
slv	1330568
ni	1111711
vedl	1370431
slfpy	1370418
iaa	1745041
pnr	77360
hegiy	1449217
curlf	1756770
dnli	1714899
oukpy	1436786
stor	1538990
hubb	48898
che	19584
y	775368
iphi	1160958
cone	1553023
acad	1070494
agnc	1423689
sci	89089
ttm	926042
smar	1366561
zayo	1608249
glob	1557860
mksi	1049502
irm	1020569
cf	1324404
gntx	355811
seic	350894
ntra	1604821
rnr	913144
csl	790051
lpla	1397911
nyt	71691
ehc	785161
st	1477294
brkr	1109354
clpxy	1490083
shcay	800840
lamr	1090425
aci	1646972
aseky	1450206
ath	1527469
qdel	353569
oc	1370946
mbt	1115837
aeg	769218
warfy	901684
deck	910521
alv	1034670
ohi	888491
ions	874015
atdry	1647435
lspd	1823306
prah	1613859
cien	936395
paas	771992
wsm	719955
iivi	820318
bynd	1655210
ocft	1780531
ggb	1073404
fate	1434316
klycy	1449614
mdiby	1379481
bbio	1743881
levi	94845
cx	1076378
ivz	914208
ver	1507385
ev	350797
aiz	1267238
cbsh	22356
fang	1539838
mnso	1815846
ipxhy	1309035
rtmvy	1516536
cma	28412
asgly	7646
nvta	1501134
stld	1022671
arwr	879407
agco	880266
g	1398659
pfpt	1212458
cve	1475260
adpt	1478320
rs	861884
rga	898174
bhc	885590
ccozy	1398879
reg	910606
aval	1504764
shc	1822479
cae	1173382
xlrn	1280600
nclh	1513761
wwd	108312
lnegy	1437041
bery	1378992
jnpr	1043604
chdn	20212
aaxn	1069183
rl	1037038
ayx	1689923
afg	1042046
acm	868857
arw	7536
eeft	1029199
ua	1336917
voya	1535929
lad	1023128
cold	1455863
lite	1633978
jll	1037976
rba	1046102
bl	1666134
mcfe	1783317
abmrf	1784384
sbny	1288784
shtdy	1556605
ugi	884614
ewbc	1069157
nlsn	1492633
rgld	85535
tokuy	1131652
shpmy	1570300
nvax	1000694
gps	39911
h	1468174
usfd	1665918
fupby	1534043
hocff	1450349
fhn	36966
tiscy	773917
crcby	1553915
mrvi	1823239
dseey	1481045
bmrry	1671235
grub	1594109
zion	109380
tgtx	1001316
allk	1564824
hllgy	1674534
midd	769520
vno	899689
tdhoy	1288098
synh	1610950
kod	1468748
pso	938323
see	1012100
fvrr	1762301
arcc	1287750
rhi	315213
clzny	1366235
knx	1492691
uvrby	1533920
dci	29644
aacay	1447647
ngls-pa	1379661
clf	764065
rdfn	1382821
pvh	78239
flir	354908
bsmx	1698287
uthr	1082554
nnn	751364
cd	1807192
hmtly	353990
iova	1425205
isuzy	763665
kajmy	1446660
sklz	1801661
site	1650729
ares	1176948
timb	1826168
qtwo	1410384
vopky	1452188
hii	1501585
axta	1616862
futu	1754581
leco	59527
cog	858470
ncno	1566895
post	1530950
dxc	1688568
irtc	1388658
manh	1056696
ogfgy	845033
tmx	1428875
casy	726958
lhcg	1303313
hrc	47518
bgaoy	1325378
vlpny	1378984
reyn	1786431
sc	1580608
cakfy	1446707
glpg	1421876
itt	216228
angi	1705110
adt	1703056
icl	941221
snphy	1501108
asomy	1492075
jsgry	1442656
twst	1581280
bncdy	1667075
sommy	1409236
plnt	1637207
oge	1021635
gwr	1012620
bldp	1453015
pen	1321732
pb	1068851
exel	939767
yy	1530238
krc	1025996
jbl	898293
omf	1584207
cube	1298675
jef	96223
ntnx	1618732
clr	732834
btg	1429937
pstg	1474432
lscc	855658
gmed	1237831
lpl	1290109
japsy	318269
frt	34903
phi	78150
wf	1264136
pfgc	1618673
kim	879101
suopy	1347141
srcl	861878
nkla	1731289
dvn	1090012
rexr	1571283
gbtc	1588489
cdk	1609702
ttek	831641
cpri	1530721
kss	885639
pac	1347557
prgo	1585364
alk	766421
vrt	1674101
caci	16058
lfus	889331
appf	1433195
neo	1077183
hlf	1180262
hae	313143
sjmhy	1599962
htcmy	1446648
mat	63276
amwl	1393584
osagy	1603194
bc	14930
bld	1633931
cybr	1598110
trgp	1389170
an	350698
clgx	36047
zhuzy	1556616
paa	1070423
yeti	1670592
psxp	1572910
wal	1212545
lmnd	1691421
cacc	885550
mpfry	1417695
airc	1820877
wes	1423902
nvro	1444380
pii	931015
diisy	1563255
sfix	1576942
tpl	97517
son	91767
wrtby	1436771
fsv	1637810
pe	1594466
mrwsy	1446128
itvpy	1283708
bpmc	1597264
tndm	1438133
azek	1782754
osk	775158
chh	1046311
auy	1264089
eslt	1027664
tx	1342874
leg	58492
four	1794669
halo	1159036
enggy	1446294
hta	1360604
tptx	1595893
faf	1472787
hnp	929058
hwdjy	1563177
lsi	944314
jhg	1274173
tkr	98362
msa	66570
dooo	1748797
wms	1604028
fold	1178879
onem	1404123
acc	1283630
nati	935494
ssl	314590
aer	1378789
tcf	19612
colm	1050797
bwxt	1486957
frpt	1611647
vnt	1786842
hele	916789
sbs	1170858
apa	6769
ori	74260
chng	1756497
hog	793952
enic	1659939
malry	1537280
fcnca	798941
sdgr	1490978
hun	1307954
rykky	1592049
cfr	39263
frog	1800667
mpln	1793229
slab	1038074
skx	1065837
pbct	1378946
shmuy	1564228
tpx	1206264
cnvvy	1694271
wh	1722684
spce	1706946
dct	1160951
gil	1061894
saic	1571123
nov	1021860
mro	101778
arry	1820721
tenb	1660280
psth	1811882
bli	1689657
vac	1524358
olli	1639300
gfszy	1438927
wsc	1647088
ccj	1009001
tol	794170
hqy	1428336
kt	892450
gtbif	1795139
ingr	1046257
tnet	937098
iart	917520
stwd	1465128
fr	921825
nvst	1757073
egp	49600
vrm	1580864
cor	1490892
tho	730263
coty	1024305
man	871763
irdm	1418819
txrh	1289460
evbg	1437352
cnxc	1803599
mdu	67716
ektay	1451160
feye	1370880
bj	1531152
vrns	1361113
brthy	14595
asmvy	1447945
ora	1296445
pri	1475922
ffin	36029
ssb	764038
huskf	49279
aemmy	1437776
lstr	853816
cert	1827090
omcl	926326
sf	720672
hbi	1359841
dks	1089063
felty	1447250
ugp	1094972
sage	1597553
meggy	1487786
rbc	82811
mtz	15615
verx	1806837
tfsl	1381668
tsuky	702257
kmpr	860748
pacb	1299130
asr	1123452
ebs	1367644
alrm	1459200
dei	1364250
powi	833640
brks	933974
mp	1801368
sekey	1261759
insp	1609550
bhvn	1689813
eme	105634
nep	1603145
virt	1592386
bokf	875357
crus	772406
gshd	1726978
nycb	910073
nkrky	1436790
dsgx	1050140
hcm	1648257
flo	1128928
huya	1728190
cuz	25232
algm	866291
al	1487712
beam	1745999
tkc	1071321
pnfp	1115055
medp	1668397
orcc	1655888
ash	1674862
isday	1224306
mdla	1540184
wen	30697
jwn	72333
dufry	1546354
lesl	1821806
shi	908732
sail	1627857
ramp	733269
tfii	1588823
bzzuy	1437774
snv	18349
nxst	1142417
hasi	1561894
ssrm	921638
alsn	1411207
esnt	1448893
mrcy	1049521
mxchy	1435969
lanc	57515
goco	1808220
saia	1177702
abcm	1492074
byd	906553
tv	912892
brx	1581068
wygpy	1450021
ncr	70866
roymy	1592438
wpx	1518832
jobs	1295484
rxn	1439288
rpd	1560327
bpop	763901
bldr	1316835
esgr	1363829
apps	317788
rnmby	1450345
hli	1302215
ida	1057877
smtc	88941
cw	26324
ppc	802481
pag	1019849
asan	1477720
knsl	1669162
rli	84246
cbpo	1369868
gpk	1408075
swi	1739942
eidx	1731831
msm	1003078
expo	851520
slm	1032033
be	1664703
adrzy	1436467
stag	1479094
fls	30625
mstr	1050446
qlys	1107843
sdc	1775625
pfsi	1745916
vnet	1508475
phys	1477049
unm	5513
amg	1004434
achc	1520697
mms	1032220
trup	1371285
dava	1656081
cmhhy	1446751
fti	1681459
nomd	1651717
sepjy	1518521
edit	1650664
xrx	1770450
icui	883984
imvt	1764013
kzmyy	1438929
npsky	354470
ayi	1144215
cr	25445
aciw	935036
nova	1772695
jblu	1158463
neu	1282637
nav	808450
qrtea	1355096
evr	1360901
cfx	1420800
wk	1445305
arna	1080709
reta	1358762
laz	1311370
upchy	1447772
bbavy	1399224
gbci	868671
roll	1324948
vrnt	1166388
pinc	1577916
src	1308606
dq	1477641
kwr	81362
aa	1675149
msgs	1636519
foxf	1424929
env	1337619
bcauy	891765
spwr	867773
expi	1495932
cig	1157557
esi	1590714
gtls	892553
jcom	1084048
asgn	890564
hhc	1498828
altr	1701732
ccmp	1102934
kbr	1357615
ftdr	1727263
fsr	1720990
czz	1402902
vvv	1674910
lope	1434588
nea	1195737
ay	1601072
ubsi	729986
adv	1776661
neog	711377
exp	918646
thg	944695
pnm	1108426
slg	1040971
crox	1334036
snx	1177394
novt	1076930
apls	1492422
axs	1214816
nari	1531048
mtg	876437
ptct	1070081
clh	822818
mzday	1447122
thc	70318
upwk	1627475
hfc	48039
thkly	1443275
ensg	1125376
cc	1627223
ozk	1569650
ccxi	1340652
fl	850209
hypmy	1486749
lpro	1806201
slgn	849869
ard	1689662
msp	1724570
wts	795403
tuify	1342875
root	1788882
cri	1060822
ssd	920371
ajrd	40888
prlb	1443669
lpsn	1102993
lpx	60519
ogs	1587732
hkib	1769731
hlne	1433642
jbgs	1689796
hain	910406
ryn	52827
hiw	921082
cldr	1535379
arvn	1655759
unf	717954
spsc	1092699
vvnt	1713952
bigc	1626450
fizz	69891
shlx	1610466
cnne	1704720
xec	1168054
fcn	887936
api	1802883
band	1514416
newr	1448056
qts	1577368
nrz	1556593
iipr	1677576
vly	714310
gulry	1449218
hr	899749
vicr	751978
tigo	912958
ovv	1792580
pk	1617406
hxl	717605
sigi	230557
swch	1710583
nghc	1578735
apnhy	1454177
spr	1364885
wimhy	1451554
wing	1636222
cef	1726122
dcp	1338065
itri	780571
apam	1517302
uso	1327068
cvet	1752836
nvt	1720635
oln	74303
wcc	929008
trno	1476150
bxmt	1061630
cbd	1038572
rxt	1810019
mlluy	1485888
elp	1041792
affs	1365555
crnc	1768267
agi	1178819
trip	1526520
eye	1710155
go	1771515
bjchy	1454468
edu	1372920
he	354707
wbs	801337
prsp	1724670
x	1163302
mor	1340243
bkh	1130464
staa	718937
sgms	750004
tpdky	1436652
mtsi	1493594
pbsfy	1137849
nfg	70145
safe	1688852
sem	1320414
aeis	927003
bb	1070235
bcpc	9326
rdn	890926
cdlx	1666071
wynd	1361658
pgny	1551306
bak	1071438
diod	29002
krnt	1625791
stmp	1082923
prld	1678660
vldr	1745317
eqt	33213
por	784977
svmk	1739936
vmi	102729
grp-un	1564538
doyu	1762417
wwe	1091907
dm	1754820
maury	62919
musa	1573516
carg	1494259
rlay	1812364
msloy	1447112
am	1623925
gtes	1718512
sndr	1692063
cohr	21510
seb	88121
allo	1737287
ebrpy	1450461
amkr	1047127
bmch	1574815
ntla	1652130
avnt	1122976
eght	1023731
stn	1131383
adc	917251
legn	1801198
tree	1434621
gra	1045309
hl	719413
mant	892537
psb	866368
sabr	1597033
aimc	1374535
jbt	1433660
celh	1341766
nvg	1090116
wdfc	105132
rhp	1040829
cit	1171825
ifs	1615903
wns	1356570
cdna	1217234
ads	1101215
psn	275880
wtfc	1015328
prg	1808834
swav	1642545
avt	8858
hpp	1482512
doc	1574540
sbra	1492298
m	794367
slqt	1794783
kurry	1446655
meoh	886977
stl	1070154
chffy	1601994
ens	1289308
mime	1644675
bco	78890
jamf	1721947
gwph	1351288
shak	1620533
cigi	913353
ng	1173420
avir	1593899
fcel	886128
fgen	921299
vc	1111335
osb	877365
cns	1284812
vir	1706431
cydy	1175680
insm	1104506
awi	7431
rckt	1281895
aaon	824142
swx	1692115
pd	1568100
tls	320121
viav	912093
ttec	1013880
spb	109177
swtx	1773427
syna	817720
ride	1759546
ufpi	912767
etrn	1747009
asccy	1600930
pch	1338749
brfs	1122491
umpq	1077771
cbu	723188
sfrgy	1571549
njr	356309
r	85961
hmy	1023514
form	1039399
aeo	919012
umbf	101382
mic	1289790
yueiy	1444719
kbh	795266
